CVE_ENT,CVE_MUN,CVE_LOC,CVE_AGEB,NOMGEO
20,283,0002,0020,Nata
20,378,0003,0011,San Mateo Mixtepec
20,275,0024,0014,Pueblo Nuevo (Buenavista)
20,275,0003,0014,Santa Cruz Condoy
20,277,0045,0076,Yoganita
20,184,0042,0060,Paso Rincón
20,278,0034,004A,Playa de Jícama
20,201,0002,0010,Las Delicias
20,381,0002,0017,San José de la Pradera
20,028,0017,0032,San Matías Chilazoa
20,453,0011,0018,Barra de la Cruz
20,453,0012,0018,Zimatán
20,570,0003,0103,San Nicolás Quialana
20,397,0108,0089,San Felipe Tindaco
20,397,0136,0089,San José Patriarca
20,297,0009,0011,San Lucas Redención
20,138,0002,0015,San Miguel Cajonos
20,005,0057,0127,Tecnológico [Barrio]
20,307,0018,0043,Santa María
20,105,0007,0014,San Isidro Monteverde
20,327,0051,0116,Pesquería Puerto Paloma
20,327,0023,0116,Trejo
20,327,0050,0116,Pesquería Rancho Salinas
07,009,0046,0116,La Gloria
20,327,0009,0173,Conchalito
20,333,0015,0043,San José de Gracia
20,334,0009,006A,La Cañada
20,334,0037,0021,San Francisco de Arriba
20,334,0026,0125,La Soledad
20,334,0133,0144,Los Llanos del Espinal
20,334,0035,0055,San Felipe
20,334,0030,0144,La Pastoría
20,526,0101,004A,San Isidro Campechero
20,178,0004,0010,San Miguel Etla
20,565,0015,0048,San Pedro la Reforma
20,023,0034,0017,Lomas de San Juan
20,023,0038,0017,Paraje Zavaleta
20,385,0046,029A,Los Puentes Cuaches
20,385,0008,029A,San Isidro Monjas
20,291,0005,0037,Comitlán
20,348,0018,0031,Santa Cruz Yosondica
20,348,0008,0046,Guadalupe Nundaca
20,377,0003,0029,Guerrero
20,364,0014,0073,Pie del Cerro
20,377,0022,0033,Chamizal (Buena Vista)
20,392,0016,0025,Moctezuma
20,133,0004,0019,Mier y Terán
20,351,0011,0018,La Labor
20,310,0003,0015,Buena Vista
20,310,0018,0015,Colonia Tlacaelel
20,310,0033,0015,Jazmines
20,310,0014,0015,José Guadalupe Martínez García
20,310,0017,0015,Las Razas
20,310,0049,0015,Colonia Ojo de Agua
20,310,0051,0015,Los Sabinos
20,310,0048,0015,Los Mangales [Colonia]
20,310,0047,0015,Clara Córdoba Morán
20,310,0052,0015,Loma de la Hacienda (Paraje el Terrero)
20,310,0015,0015,Juquilita
20,310,0046,0015,Wenceslao Victoria Soto
20,023,0041,0017,Los Huertos [Colonia]
20,570,0096,0226,San José Guelatová de Díaz
20,072,0005,0011,El Porvenir
20,407,0018,0212,Chalchijapa
20,115,0012,0010,La Colorada [Paraje]
20,174,0003,0011,El Zapotillo
20,406,0004,0037,Benito Juárez
20,406,0061,0056,Río Sapo
20,406,0120,0037,El Naranjo
20,407,0024,0072,San Francisco la Paz
20,265,0035,0022,Benito Juárez (El Trébol)
20,413,0007,0050,Bajos del Arenal
20,559,0069,0036,La Trinidad (Hondura de Nanche)
20,166,0015,0039,La Guadalupe
20,468,0013,0025,Plan Mata de Caña
20,468,0014,0025,Playa Limón
20,468,0012,0010,Plan Martín Chino
20,009,0013,0022,San José Mano Marqués
20,009,0012,0022,Plan Juan Martínez
20,052,0033,0057,Lázaro Cárdenas
20,515,0051,0116,Colonia San Luis
20,383,0002,0011,La Estancia
20,057,0210,0227,Barrio Nuevo
20,277,0016,0061,Nachihuí
20,467,0023,0136,La Tuza
20,467,0028,0085,Emiliano Zapata (Chiapas)
20,509,0017,0015,Bajos de Santo Domingo
20,509,0013,002A,Las Pilas
20,262,0003,0020,Llano Grande
20,466,0004,004A,El Carasol
20,447,0004,0044,San Juan Cabeza del Río
20,447,0007,0044,Coyul Grande
20,466,0011,0054,El Mosco
20,165,0003,0012,San Rafael
20,386,0008,0028,El Cucharal
20,016,0018,0012,Lázaro Cárdenas
20,467,0011,0085,La Humedad
20,468,0033,0044,El Ojo de Agua
20,205,0018,001A,San José Río Manzo
20,205,0011,0039,Monte Negro
20,469,0081,0060,Agua Fría Copala
20,469,0029,0107,San Juan Copala
20,469,0025,0107,La Sabana
20,073,0119,0023,San Jorge Río Frijol
20,515,0114,0328,Santa María Nativitas Coatlán
20,036,0017,0034,El Porvenir
20,210,0008,0043,San Pedro Ñumí
20,414,0009,0043,Santa María Chicometepec
20,491,0002,0023,Buenavista
20,491,0005,0023,San Isidro Llano Yerba
20,498,0018,0077,Santa María Yaveo
20,190,0002,0049,Arroyo Carrizal
20,114,0003,0013,San Jerónimo Zoochina
20,485,0009,0026,San Isidro
20,347,0002,0015,Cieneguilla
20,010,0067,0042,San Isidro
20,513,0014,0041,El Campanario
20,513,0007,0037,El Tejón
20,421,0003,0033,Kilómetro 10 Nizzapipi (San Antonio)
20,553,0024,0028,Santa Catalina de Sena
20,318,0005,0013,San Andrés Copala
20,526,0099,0035,El Paraíso
20,261,0022,0019,Guadalupe Villahermosa
20,397,0105,0055,Mexicalcingo de los Granados
20,420,0010,0017,Loma Larga
20,420,0009,0017,Rincón Hacienda Vieja
20,429,0004,0012,Santa Rosa Matagallinas
20,230,0003,0012,San Jerónimo Nuchita
20,549,0008,0025,San Andrés Yutatío
20,063,0002,0027,Lomas de Nazareno
20,227,0002,0036,Guadalupe Hidalgo
20,388,0005,0018,La Lobera
20,388,0002,0018,El Carmen
20,570,0002,0090,La Raya
20,559,0062,0021,La Gran Lucha
20,262,0002,0020,Cuajimoloyas
20,491,0003,0019,El Frijol
20,567,0012,0023,San Miguel Hidalgo
20,378,0002,0011,Emiliano Zapata
19,004,0014,0019,Lazarillos de Abajo
19,041,0461,0027,American Industries Apodaca [Parque Industrial]
19,009,0124,0068,San Juan (El Calvario)
19,042,0294,0077,El Ayancual [Deportivo]
19,009,0127,0091,San Lorenzo
19,009,0129,0091,San Miguelito
19,009,0015,0119,El Barranquito
19,009,0186,0091,La Condesa
19,009,0586,0049,San Rafael
19,009,0234,0049,Hacienda del Cielo
19,009,0031,0119,Los Cerritos
19,009,0085,0091,Palmitos (Hacienda Palmitos)
19,009,0157,0104,Hacienda las Trancas
19,009,0619,0104,El Barranquito (Campestre)
19,009,0674,0087,Las Palmas
19,004,0050,0038,Atongo de Abajo (Atongo Allende)
19,009,0014,0104,El Barranquito
19,009,0002,0087,Las Abras de Abajo
19,025,0214,0023,Parque Tecnológico Monterrey [Parque Industrial]
19,015,0027,0031,Francisco I. Madero
19,010,0113,0016,Emiliano Zapata
19,022,0114,0106,La Laguna
19,033,0056,0218,El Caracol
19,033,0437,0218,El Troncón
19,033,0187,0788,Río Verde (Lampazos)
19,038,0671,0055,El Consuelo (Echavarría)
19,038,0239,0021,Rancho Escondido
19,041,0040,0046,La Providencia
19,043,0170,0074,Emiliano Zapata
19,012,0226,0010,Campestre la Fortuna
19,009,0145,0087,La Senda
19,009,0665,0049,Misión Antigua
19,017,0080,0801,La Paz
19,040,0010,0250,Charco Blanco
19,007,0019,0468,La Escondida
19,007,0076,0171,La Trinidad
19,009,0673,0091,Los Naranjos
19,009,0132,0087,San Rafael
19,035,0050,0091,Bicentenario
19,013,0594,0963,Doctor Ignacio Morones Prieto
19,014,0017,0890,Boquillas
19,014,0037,0890,La Chiripa
19,014,0059,0852,La Lajita
19,014,0129,0890,San Gregorio
19,014,0104,0903,Rancho Largo
19,014,0153,0903,San Vicente de la Puerta
19,042,0074,0024,San Benito
05,004,0007,0163,Artesillas
19,017,0115,006A,El Refugio (Refugio de los Ranchos)
05,030,0210,3488,San José del Alamito
19,017,0236,0125,Lote Uno Fracción Navidad (Benito Juárez)
19,017,0026,0125,La Concha
19,017,0114,1053,Refugio de los Ibarra
05,004,0082,0178,El Poleo
19,017,0132,0799,San Joaquín
19,017,0025,0089,Ciénega del Toro
19,017,0163,052A,Santa Fe
19,017,0104,102A,La Primavera (El Charco)
19,017,0142,1015,San José de Raíces
19,017,0054,1123,Margaritas
19,018,0043,0175,Los Elotes (Villa de García)
19,018,0021,018A,La Gloria
19,018,0081,0090,San Isidro
19,022,0008,0055,Ampliación de la Laguna
19,022,0025,0341,Las Brisas
19,024,0043,0045,San Francisco
19,030,0014,0023,La Colorada
19,009,0125,0049,San Juan de los Garza (San Juanito)
19,009,0144,0049,El Saucito (El Sauz)
19,031,0028,0035,Centro Habitacional Burócratas de Guadalupe
19,033,0277,0792,El Popote (El Poblado)
19,033,0430,0881,La Parrita (Los Terreros)
19,033,1108,0862,Las Carolinas
19,036,0004,0239,Cerros Blancos
19,038,0016,0163,El Alto
19,036,0015,0224,La Presita de Cerros Blancos (La Presita)
19,033,0010,0928,Los Álamos
19,033,0008,0928,Los Álamos
19,033,0152,0913,El Fresno
19,036,0008,0188,Jesús María del Terrero (El Lindero)
05,006,0044,076A,Presa de Chaires
05,006,0273,090A,Espinazo
19,038,0070,0017,Valle Hidalgo (El Cueral)
19,038,0377,0021,El Nogalito (El Barranco)
19,038,0871,0055,Mil Encinos
19,038,0893,0106,Privanzas
19,038,0914,0093,Country Hill
19,038,0892,0093,Country Hill
19,038,0310,0144,El Toro
19,040,0008,0195,Cinco de Mayo
19,042,0061,0077,La Posada
19,042,0028,0236,Los Ébanos
19,044,0452,0758,Sabinas Hidalgo [Parque Industrial]
19,044,0424,0086,Graciano Bortoni
19,044,0012,0086,Carboneras
19,001,0046,0017,Colinas del Fraile
19,050,0012,0168,Los Colorados de Abajo
19,050,0022,0384,Fresnillo
19,050,0034,0350,Palo Alto (Palo Alto y Ayaleño)
19,051,0002,0095,El Álamo [Estación]
18,001,0102,0031,El Tigre
18,001,0089,0116,San Dieguito de Abajo
18,016,0050,0161,Tierra Generosa
18,004,0315,0141,Buenavista
18,006,0040,0131,San José de Gracia (El Pueblito)
18,004,0564,0086,El Refilión
18,008,0004,0028,Aquiles Serdán
18,008,0021,0028,Testerazo
18,017,0283,0417,La Corregidora
18,008,0161,0047,Valles del Nayar
18,011,0015,0023,Juan Escutia
18,010,0036,0365,El Tamarindo
18,015,0406,0126,Reynosa
18,011,0010,0023,Heroico Batallón de San Blas (La Noria)
18,015,0054,0234,El Puente
18,012,0006,0016,Boca del Asadero
18,012,0013,0020,La Culebra
18,015,0022,0234,El Corte (El Tuchi)
18,002,0038,001A,Tetitlán
18,002,0034,001A,Santa Isabel
18,002,0039,001A,Uzeta
18,013,0011,0013,Puerta del Río
18,013,0015,0013,Tepetiltic
18,015,0028,0234,Gavilán Chico
18,014,0006,010A,Colonia el Ahualamo
18,002,0016,001A,La Gloria
18,002,0009,0058,Las Cebollas
18,004,0132,0141,Las Piedras
18,004,0093,0141,Lima de Abajo
18,020,0046,0022,Lo de Marcos
18,004,0089,0086,Juan Escutia (Borbollón)
18,009,0066,0595,La Guerra
18,009,1195,0646,Ciénega del Mango
18,009,0665,0538,Las Guacamayas
18,001,0016,0027,El Tejón (El Cantón)
18,016,0043,0049,Río Viejo
18,016,0004,0157,Antonio R. Laureles
18,016,0006,0161,El Arrayán
18,016,0079,0157,El Macho (Pozo de Higueras II)
18,017,0437,0826,Roseta (La Tristeza)
18,017,0106,0830,Bellavista
18,017,0126,0173,El Izote
18,017,0121,0830,La Fortuna
18,008,0129,0047,Crucero de Camichín
18,019,0155,0318,El Pinal
16,010,0102,0101,Las Juntas
16,017,0025,0032,Salto de Tepuxtepec
16,050,0100,0111,San Ramón
16,036,0002,0019,Capacho
16,003,0036,0022,Chehuayo Chico (Chehuayito)
16,038,0116,009A,Sanchiqueo
16,038,0010,0225,Arua
16,038,0377,023A,Pinzanangapio
16,038,0089,0070,La Parota
16,076,0013,0029,La Flor del Agua (El Molino)
16,010,0152,0173,La Parota de Cuevas
16,006,0125,0039,San Juan de los Plátanos
16,112,0052,0012,San Felipe los Alzati (Colonia Nueva)
16,112,0015,0012,San Francisco Curungueo
16,112,0020,0099,Colonia Emiliano Zapata (San Juan Zitácuaro)
16,112,0207,0099,Zitácuaro [Parque Industrial]
16,112,0154,0099,La Mojonera
16,112,0031,0099,Macho de Agua (Quinta Manzana de Crescencio Morales)
16,112,0213,0099,Tercera Manzana de Manzanillos (El Rancho)
16,112,0040,007A,La Palma
16,112,0081,007A,La Y Griega
16,046,0056,002A,Las Mesitas
16,112,0021,0065,La Encarnación
16,112,0027,0099,Kilómetro Once
16,112,0054,0099,Silva de Abajo
16,112,0118,007A,La Colonia de Aputzio
16,034,0373,0014,Tierras Coloradas de San Pedro
16,034,0143,0052,La Teja
16,084,0018,0020,Querénguaro
16,085,0024,0028,Tengüecho
16,099,0062,0076,Las Juntas
16,099,0009,0095,Arroyo Seco
16,099,0043,0108,Chiragangueo
16,062,0002,0042,El Cometa
16,104,0033,0010,El Salitre
16,086,0003,003A,Las Cieneguitas
16,107,0026,0031,La Virgen
16,107,0051,0027,Pueblo Viejo (Jacarandas)
16,107,0012,0101,David Franco Reyes
16,079,0066,0016,El Tarascón
16,020,0010,0019,Jeruco
16,020,0009,0019,Doctor Miguel Silva (San Guillermo)
16,020,0012,0061,La Palma
16,041,0023,0023,San José de Magallanes
16,001,0007,0047,La Campana
16,002,0070,0025,El Charapo (Palo Alto)
16,006,0222,0147,Los Laureles
16,014,0119,0064,Ojo de Agua de San Telmo
16,008,0146,0014,Pueblo Nuevo
16,008,0043,0033,La Cofradía de Ostula
16,009,0076,0083,La Playa de Guadalupe
16,009,0139,0030,La Barra (La Barra Grande)
16,009,0082,0083,Las Puentes
16,009,0042,0064,Las Escobillas
16,009,0110,0064,Urapa
16,035,0089,005A,Puerta de la Playa
16,034,0202,0071,El Retranque (La Presa de Pucuato)
16,034,0058,0086,José María Morelos (Ziripeo)
16,035,0088,0153,Pueblo Viejo
16,035,0110,005A,Zapote de Jorullo
16,008,0141,0122,Pomaro
16,003,0011,0022,Lázaro Cárdenas (La Purísima)
16,003,0026,0018,Tzintzimeo
16,067,0036,0049,San Isidro
16,004,0006,0015,Santiago Conguripo
16,004,0027,002A,San José del Maluco
16,061,0040,0026,Manzana la Cantera
16,061,0041,0026,Manzana Rancho Escondido
16,006,0002,001A,Santiago Acahuato
16,006,0055,0077,Loma de los Hoyos
16,006,0037,0081,Chiquihuitillo
16,009,0009,0045,Araparícuaro
16,009,0079,0030,El Potrero de Pablo Cuin (Altito de Pablo Cuin)
16,079,0020,0054,Cuangatzio
16,009,0136,0064,Los Tumines (Poblado de los Ates)
16,008,0110,0118,Motín del Oro
16,013,0066,0052,El Guayabo del Carmen
16,013,0055,0048,Los Ejes
16,016,0027,0162,Quencio
16,029,0089,0122,San Martín de la Luz
16,022,0082,0032,La Galera (La Resinera)
16,022,0034,0032,Pontezuelas
16,035,0012,0172,Bellas Fuentes (Nuevo Centro)
16,035,0150,0204,Los Ciriancitos (Lázaro Cárdenas)
16,037,0009,0054,Jesús María
16,111,0011,0015,Zirimícuaro
16,038,0023,0140,Buenavista Tres
16,038,0106,016A,La Quetzería (La Quesería)
16,038,0014,0193,Arroyo Seco
12,073,0007,0442,Alita
16,038,0066,0121,Los Hornos (La Cacamicua)
16,038,0144,0225,Turitzio
16,025,0006,0053,Huecato
16,026,0021,0050,Barranca Seca de Larios
16,026,0138,0065,Salitre de Copala
16,034,0527,0052,Magallanes (Los Pinos)
16,063,0025,0035,La Piedad Chiquita
16,044,0017,0044,El Zapote
16,045,0003,0287,Las Ánimas
16,028,0020,0036,El Sabino
16,029,0013,0052,La Candelaria
16,029,0060,0014,Ojo de Agua de Poturo
16,106,0010,002A,Munguía
16,050,0220,0022,Lomas de Maruati [Fraccionamiento]
16,017,0020,0013,Mogotes
16,110,0018,0056,Huajúmbaro (Huajúmbaro de Guadalupe)
16,050,0059,008A,Santa Elena
16,050,0003,0056,Apeo
16,050,0006,008A,Campo Hermoso
16,050,0213,008A,El Centenario
16,080,0084,0021,Cuartel Tercero (Tupátaro)
16,080,0066,0021,Tupátaro
16,050,0056,0094,Estancia de San Miguel (El Capulín)
16,051,0019,0049,El Sabino
16,051,0020,0049,San Miguel
16,052,0057,0099,Los Coyotes
16,052,0007,0050,Los Amates
16,030,0006,0015,Colesio
11,010,0011,001A,Piedra Larga
11,010,0027,001A,El Espinazo (Loma Bonita)
16,031,0023,0031,La Paz
16,017,0044,0028,El Milagro
16,031,0057,0031,Yereje Cabezas
16,031,0043,0046,Emiliano Zapata (Pueblo Nuevo)
16,031,0109,0031,Temazcales (Bellotal Loma de en Medio)
16,032,0014,001A,Yotátiro
16,034,0133,0048,San Pedro Jácuaro (Las Joyas)
16,034,0129,0052,Estanco de San Matías
16,034,0121,0048,La Venta de San Andrés
16,035,0152,0115,La Gallina (Vista Hermosa)
16,035,0314,0030,La Puerta del Ciruelo
16,035,0008,0153,Arronjadero (La Cuesta)
16,035,0225,005A,La Galera
16,035,0087,0115,Potrerillos de Rentería (Cupuancillo)
16,035,0098,0172,San Pedro Barajas
16,035,0199,0191,Oropeo
16,035,0034,0064,Cuimbo
16,035,0061,0064,Manga de Cuimbo
16,053,0134,0081,San Nicolás Obispo
16,085,0020,0047,San Antonio Ocampo
16,108,0200,0787,Canindo
16,086,0002,003A,El Calvario (El Barreno)
16,086,0004,0025,Los Charcos
16,038,0128,0013,Santa María
16,038,0084,0032,El Ocuaro
16,038,0143,0066,Las Trincheras
16,099,0093,0095,Los Pinzanes
16,047,0029,0046,Huanguitío
16,047,0011,0012,El Carrizal
11,002,0054,0198,La Presa de Santa Inés
16,053,0171,0024,Zajo Grande
16,001,0020,0013,San Andrés Coapa
16,053,0486,0128,Lago del Paraíso
16,065,0007,0010,Pomacuarán (Pomocuarán)
16,032,0007,0039,San Miguel Nocutzepo
16,066,0040,0018,Tzentzénguaro
16,054,0009,0021,Jururemba
11,046,0127,0120,La Cruz del Niño
16,056,0004,0011,Colonia Emiliano Zapata
16,057,0198,0061,Los Brasiles (Puerto los Brasiles)
16,057,0031,0038,Las Cocinas
16,059,0008,0028,La Ibérica (La Gotera)
16,059,0029,0028,Tepenahua
16,067,0046,0015,El Nuevo Vado Blanco (Tijuanita)
16,061,0026,0026,Manzana el Tejocote
16,061,0042,0026,Manzana el Paso de San Cristóbal
16,061,0015,0026,Manzana el Mortero de San Cristóbal
16,061,0020,0026,Manzana del Centro de San Cristóbal
16,005,0010,0012,La Salud
16,061,0008,0011,Manzana la Cofradía
16,061,0021,0011,San Juan
16,061,0033,0011,Ojo de Agua
16,061,0025,0011,El Soldado Anónimo
16,061,0035,0011,Los Tepetates
16,062,0014,0042,Tecomatán
16,093,0021,0049,El Real (El Real de Arriba)
16,093,0059,0015,Zapateros
16,093,0040,0015,Los Trejo (Santo Niño)
16,044,0012,0010,Huandacuca (Mariana)
16,097,0065,0048,Chiquito el Grande
16,071,0020,0094,El Granjenal
16,064,0026,0070,Piedra Parada
16,067,0021,0015,La Luz
16,067,0045,0049,Ziquítaro
16,069,0037,0024,El Fuerte (San Juan del Fuerte)
16,069,0040,001A,Tanque de Peña
16,069,0045,0043,El Zapote
16,070,0004,0010,Villa Mendoza
16,071,0024,0018,Isaac Arriaga (Santa Ana Mancera)
16,004,0007,0049,La Estancia del Río
16,071,0051,0094,San Miguel
16,071,0052,0018,San Nicolás
16,071,0016,008A,La Excusa
16,071,0017,0126,El Fresno de Guadalupe
16,098,0058,0030,Cofradía de San José
16,098,0042,0026,Santa Ana
16,099,0080,0042,El Olivo
16,099,0082,0095,Organista y Potrerillos
16,099,0022,0076,El Cascalote del Salitre (El Salitre)
16,099,0061,0076,Las Juntas del Tanque
16,044,0016,0063,Tumbio
16,071,0063,0056,Nuevo Progreso (Casas Viejas)
16,110,0112,008A,Colonia Ejidal Eusebio Luna (Zócalo)
16,075,0019,0074,San José de Gracia
16,102,0067,0069,Las Cocinas
16,102,0213,0124,El Puerto
16,102,0081,1090,Jicalán (La Pinerita)
16,102,0082,0124,Jucutácato
16,076,0007,0014,Rincón de San Andrés
16,038,0524,023A,La Cuchilla
16,078,0007,0023,La Lobera
11,002,0009,015A,La Cañada
16,078,0004,0019,Huacao
16,079,0060,004A,Santa Ana
16,079,0075,0016,Zirahuén
16,079,0072,0069,Turirán
16,079,0048,0054,Paramuén
16,079,0027,0054,Españita
16,079,0071,0016,Turián Bajo (Turián el Bajo)
16,079,0073,0054,Tzintzamba (La Sizamba)
16,079,0008,0054,Caratzitumbio
16,079,0050,0069,Paso del Muerto
16,079,0034,0020,Iramuco
16,079,0056,0020,El Querendal
16,079,0009,0020,El Carmen
16,066,0035,0056,Santa Juana
16,080,0003,0017,El Calabozo Segunda Fracción
16,093,0072,0015,Rosa de Castilla
16,081,0026,0014,La Loma (Los Hoyos)
16,081,0048,0014,El Tanque
16,082,0100,005A,Santas Marías
16,082,0013,0079,Buenavista
16,082,0207,0011,La Guardia
16,082,0205,0045,Plan de Ornelas (Aguatibia)
16,082,0151,0083,El Gigante
16,082,0042,0098,San Jerónimo Arroyo de Apo (Huatzanguío)
16,009,0114,0030,Zatzio
16,012,0006,0017,La Angostura
16,083,0053,0076,Santa Catarina
16,083,0058,0080,El Tizate
16,083,0004,0080,Aguacate del Sur
16,083,0017,0061,Condémbaro
16,084,0023,0035,Los Hucuares
16,084,0006,0016,El Cerezo
16,088,0024,0034,Mesón Nuevo
16,003,0008,0022,Emiliano Zapata
16,088,0014,0053,El Cuitzillo Grande
16,088,0019,0034,Colonia Miguel Hidalgo
16,088,0036,0015,Santa María
16,089,0012,0046,La Ciénega
16,089,0043,0031,Pinolapa
16,089,0051,0031,Tepemezquites
16,089,0015,0065,El Colomo
16,089,0010,0050,Carapuato
16,094,0016,0012,El Tecolote
16,094,0008,0012,Gil
16,099,0071,0112,Mendoza y Cuirindales
16,073,0007,0065,Sanambo
16,101,0137,0061,Paso Ancho
16,062,0020,0042,Las Malvinas (El Salate)
16,104,0024,003A,Nicolás Romero
16,108,0002,0058,Aquiles Serdán (Santiaguillo)
16,108,0013,001A,El Llano
11,002,0088,0179,La Soledad
16,110,0103,0056,Colonia Pino Cerdón
16,110,0072,0107,Los Trigos
16,110,0017,0107,La Galera (San Joaquín Jaripeo)
16,110,0056,0037,San José del Rincón (El Rincón de Taimeo)
16,110,0020,008A,El Jaral (El Jaral Lagunillas)
16,110,0045,0107,Taimeo el Chico (La Yerbabuena)
16,111,0005,002A,El Fresno
16,113,0017,0058,Tafolla (José María Tafolla)
13,017,0005,0024,Bathi
13,001,0051,0024,El Transformador
13,001,0023,0024,Totoapa el Grande
13,001,0015,0024,Metepec Primero
13,001,0031,0024,Metepec Segundo
13,024,0034,0048,Santo Domingo Agua Zarca
13,002,0018,0040,Tlaltegco (Venta Quemada)
13,002,0021,0017,Tlamimilolpa
13,002,0012,0017,San Pedro Tlachichilco
21,071,0033,0428,Tlacomulco
13,055,0014,0059,Santa Mónica
13,055,0018,0059,Zaragoza
13,003,0026,0029,Xideje
13,003,0015,0090,La Loma
13,003,0011,0029,Dajiedhi
13,009,0004,0018,Fray Francisco
13,009,0008,0018,El Rincón
13,003,0052,0033,El Porvenir
13,009,0006,0018,El Meje
13,009,0003,0018,Chimilpa
13,054,0054,0121,Pacheco Leandro Valle
13,004,0004,0026,Calabazas Primera Sección
13,004,0015,0026,Plan Grande
13,004,0008,0026,Chichicaxtle
13,004,0002,0026,Ejido de Agua Blanca (Cerro Alto)
13,004,0005,0011,Calabazas Segunda Sección
13,004,0013,0011,El Palizar
13,035,0041,0018,Ex-Hacienda de Apulco Parte Alta
13,035,0031,0018,Colonia Nueva Ex-Hacienda de Apulco
13,035,0006,0018,El Casco
13,052,0010,0019,San Isidro Llano Largo
13,006,0029,004A,San Antonio Corrales
13,006,0031,0020,San Francisco Sacachichilco
13,006,0044,0020,Zozea
13,006,0006,004A,Cebolletas
13,006,0009,0016,Deca
13,058,0024,0031,Santiago Ixtlahuaca
13,058,0009,0031,Danghu
13,058,0017,0031,Portezuelo
13,006,0040,004A,Xothé
13,006,0027,0035,La Salitrera
13,017,0015,0024,San Juan el Sabino
13,006,0033,004A,San Pablo Oxtotipan
13,044,0013,0036,El Jagüey
13,049,0047,0028,Plan de Ayala
13,062,0034,002A,Ixtlapalaco
13,044,0030,0017,San Sebastián Tenochtitlán
13,029,0022,0044,La Sabinita
13,015,0022,0015,San Clemente
13,015,0025,0015,San Miguel Jigui
13,015,0115,0015,Palacios
13,030,0051,0030,Chalmita
13,030,0014,0026,El Dexthi San Juanico
13,084,0012,0116,El Cerrote
13,084,0042,0116,Puerto Juárez
13,030,0003,0030,Arenalito
13,030,0146,0030,Colonia del Valle Remedios
13,030,0075,0045,El Deca
13,015,0039,0053,Barrio Quixpedhe
13,015,0004,0015,El Bingú
13,030,0153,0026,La Joya [Colonia]
13,030,0032,0026,El Nith
13,030,0097,0026,General Felipe Ángeles [Colonia]
13,030,0016,005A,Dios Padre
13,030,0019,0030,La Estación
13,054,0036,0051,Chichimecas
13,054,0039,0051,El Mothé
13,031,0009,0042,Coñecito
13,028,0031,0013,La Corrala
13,042,0020,0012,Tenango
13,004,0012,0026,Milpa Vieja (Apulco)
13,035,0024,0022,La Victoria
13,015,0019,0072,Pozuelos
13,015,0038,0015,La Vega
13,030,0031,0030,Nequeteje
13,015,0020,0053,San Andrés Daboxtha
13,055,0021,0044,Ejido del Mezquital
13,016,0012,0205,Guadalupe Victoria
13,016,0005,0205,El Capulín
13,056,0007,015A,Tilhuacán
13,061,0009,0018,Palo Hueco
13,016,0028,0205,San Lorenzo Sayula
13,056,0008,015A,Ventoquipa
13,002,0027,0017,Canales
13,035,0028,0018,El Sabino
13,035,0017,0018,Estación de Apulco
13,077,0002,0145,Acocul la Palma
13,047,0006,0038,Canoas
13,060,0026,0025,Peña Blanca
13,035,0026,0018,Palo Gacho
13,053,0009,004A,Calintla
13,060,0034,0010,San Nicolás
13,001,0030,0024,Las Palmas
13,001,0036,0039,Lagunicatlán
13,001,0066,0039,Agustín Olvera Seccíon II [Colonia]
13,056,0035,0145,Emiliano Zapata
13,057,0022,002A,Segundas Lajas
13,057,0181,002A,La Rosa
13,001,0016,0024,El Milagro San Simón
13,004,0014,0011,Ejido de Loma Ancha
13,024,0042,0048,San Miguel Cacaloapan
13,035,0005,0018,Cañada de Flores
13,001,0008,0039,Chauténco
13,001,0003,001A,Alcholoya (El Salto de Alcholoya)
13,001,0004,0039,Almoloya
13,001,0002,0039,Agustín Olvera Sección I [Colonia]
13,012,0071,0066,Cumbre de Santa Catarina
13,012,0009,0066,La Estancia
13,037,0044,0116,Santa Mónica Autempa
13,036,0030,0034,Llano de las Palmas
13,036,0023,0034,Apartadero
13,012,0015,0032,Paso de Amajac
13,012,0039,0013,Tiltepec
13,012,0022,0013,Los Sabinos
13,024,0035,0014,Santo Tomás Allende
13,024,0068,0014,San Pablo Ojo de Agua
13,010,0030,0324,Atitalaquia [Parque Industrial]
13,013,0009,0044,El Pedregal
13,076,0087,0063,Cerrito del Tepeyac
13,013,0027,0010,Santa Cruz del Tezontle
13,063,0025,0031,Benito Juárez
13,008,0051,0025,Lomas del Pedregal
13,061,0029,0037,20 de Noviembre [Colonia]
13,003,0019,0090,El Palomo
13,003,0044,0090,Cuarta Manzana Chicavasco (La Ladera Chicavasco)
13,003,0020,0033,La Peña
13,038,0024,001A,Benito Juárez
13,052,0020,0023,San Miguel Tornacuxtla
13,052,0037,0023,Palos Blancos
13,014,0011,0037,Pezmatlán
13,015,0040,0053,Los Peña
13,015,0021,0053,San Antonio Sabanillas
13,015,0017,0015,Piedra Chica
13,015,0028,0053,El Sauz (Juxmaye)
13,015,0006,0015,El Boxo
13,015,0027,0015,Santuario (Santuario Mapethé)
13,015,0087,0049,Cerro Blanco (El Fraile)
13,015,0031,0015,El Vithe
13,081,0003,0059,Atopixco
13,036,0028,0015,El Enzuelado
13,037,0003,0050,San Pedro Amajatlán (Amajatlán)
13,029,0084,0078,Santa Bárbara
13,059,0059,0077,Joñhé
13,059,0019,0077,La Mesilla
13,029,0005,003A,Boye
