CVE_ENT,CVE_MUN,CVE_LOC,CVE_AGEB,NOMGEO
10,039,0027,0117,Jardín de Flores
09,013,0273,0902,Zacazontlipac
09,009,0185,0539,Zacazontlipac
08,021,0106,0810,El Ochenta y Dos
08,062,0350,0565,Ampliación Colonia Altamirano
08,021,0371,0793,Colonia Terrazas
08,001,0354,2316,Ejido Zaragoza
08,001,0351,2231,Villa Ahumada y Anexas
08,001,0796,2551,Ejido Lucio Blanco
08,019,1038,5743,La Puerta de Chihuahua
08,010,0276,1209,Colonia el Valle
08,006,0011,0161,Francisco I. Madero
08,006,0043,0161,San Juan de los Ojos
08,007,0223,0915,Puerto Tres Hermanos
08,010,0111,1181,Primero de Mayo (San Francisco)
08,011,0059,2632,Floreño
08,011,0129,2685,Presilla Alta (Los Chizos)
08,011,0155,2632,San Ignacio
08,011,0642,2685,Las Pilas
08,012,0025,0506,Ranchería Guahuachérare
08,014,0010,0337,Conquista Agraria
08,011,0092,2632,Maravillas
08,019,0277,429A,Ejido Nuevo Delicias y Anexas (Tierras Nuevas)
08,054,0022,0328,Campo Cincuenta y Cinco (La Cordovana)
08,017,0743,1479,Kilómetro 10 Corredor Comercial Manitoba
08,017,0478,1500,Kilómetro 7 Corredor Comercial Manitoba
08,017,0281,1500,Campo 22 1/2
08,017,0017,1500,Campo 2A
08,006,0014,0195,El Porvenir
08,017,0004,1337,Allende
08,017,0370,1375,Campo 102 1/2
08,017,0665,1375,Campo 100
08,017,0144,1356,Colonia Vianna
08,017,0894,1411,Campo 8C
08,017,0342,138A,Granjas el Venado
08,017,0357,1375,Colonia Margarita Maza de Juárez (Las Margaritas)
08,017,0063,1394,Campo 104
08,017,0158,145A,Campo 6 1/2 A
08,017,0642,145A,Kilómetro 17 Corredor Comercial Manitoba
08,017,0641,145A,Kilómetro 16 Corredor Comercial Manitoba
08,017,0020,1464,Campo 3B
08,017,0159,1411,Campo 6 1/2 B
08,017,0160,1411,Campo 6 1/2 C
08,017,0018,1464,Campo 2B
08,017,0050,1464,Campo 22
08,018,0069,0285,San Bernabé
08,018,0034,0228,Rancho de González
08,018,0051,0196,Colonia México (La Lagunita)
08,019,0329,4228,Estación Ojo Laguna
08,019,0300,0441,El Sauz
08,019,0490,4406,San Isidro (Los Hoyos)
08,019,0279,4406,Nuevo Majalca
08,019,1397,4463,Granjas Sacramento
08,019,0374,4529,Rancho el Tarín
08,004,0146,0129,Praderas de San Antonio
08,004,0004,0129,San Guillermo (Santa Elena)
08,026,0017,0041,El Nogalito
08,031,0061,0893,Loya
08,029,0541,1569,El Bajío Largo de Atascaderos
08,020,0450,0391,Guasachi
08,036,0075,1703,Ejido Lote Ocho (Lugo)
08,036,0286,1811,El Predio
08,038,0010,0574,El Carrizo
08,038,0041,0574,La Regina
08,040,0044,1195,Las Varas (Estación Babícora)
08,038,0012,0574,Colonia Esperanza
08,054,0178,0277,La Nueva Paz
08,048,0044,0890,Nuevo Namiquipa
08,054,0047,0277,Campo Ochenta y Cuatro
08,052,0055,1054,San Juan
08,054,0097,0332,Campo Treinta y Ocho y Medio
08,045,0007,0348,Estación Consuelo
08,011,0138,2685,Rancho Viejo
08,062,0004,0565,Ancón de Carros
08,062,0008,064A,Estación Conchos
08,062,0034,0565,San Marcos
08,062,0003,0565,Las Alvareñas
08,062,0009,0531,La Cuadra
08,062,0619,0531,Piedra de Lumbre
08,062,0015,0531,El Indio
08,067,0009,0576,El Campamento
08,067,0041,0557,El Sepulvedeño
08,067,0077,0576,El Toro (La Gallina)
07,003,0068,0038,Jiquilpan (Estación Bonanza)
07,032,0316,0059,Guadalupe
07,003,0024,0061,Mariano Matamoros
07,032,0264,0059,Ricardo Flores Magón
07,003,0096,0061,Las Mercedes
07,003,0120,0038,Veinte de Abril
07,051,0882,0143,Francisco I. Madero
07,011,0003,0025,Chemic
07,011,0017,0025,San Juan Progreso
07,034,0125,0087,Agua Zarca
07,034,0421,0087,Nuevo Mexicalapa
07,013,0131,0087,Agua Bendita
07,049,0081,0018,Chuchiltón Anexo Potobtic Dos
07,046,0362,004A,Absalón Castellanos Domínguez
07,046,0361,004A,Llano Grande
07,023,0008,0026,Bautista Chico
07,023,0054,0030,Saclamantón
07,023,0089,0011,Bautista Grande
07,027,0608,0078,Veintiséis de Octubre
07,027,0028,0078,Emiliano Zapata Uno
07,017,0071,0226,Mérida
07,099,0239,0039,San Juan del Valle
07,008,0025,0034,Salvador Urbina
07,022,0032,0029,Tzomoltón
07,023,0127,0030,Bashequen
07,063,0008,0017,Libertad Campesina
07,030,0339,0073,Nuevo Portal
07,031,0062,0047,Centro Chich
07,031,0139,0155,Guadalupe Paxilá
07,034,0219,0068,Santa Apolonia
07,034,0058,0091,El Portal
07,034,0028,0072,El Jocote
07,034,0080,0068,Tres Pinos
07,055,0004,0015,Candelaria
07,078,0077,0113,Guadalupe Shuncalá
07,078,0121,0113,Buenavista
07,078,0039,0113,Yashitinín
07,023,0012,0026,Callejón
07,023,0024,0026,Epalchén
07,049,0025,0018,Mehono
07,049,0029,0018,Naxoch
07,040,0026,007A,Cantón las Delicias
07,071,0221,0038,Altamira Uno
07,103,0015,0014,Nueva Tenochtitlán
07,019,0088,017A,El Prado
07,025,0026,0020,San Miguel Buenavista
07,059,0012,0122,Arroyo Granizo
07,048,0016,003A,Mario Aguilera Dorantes
07,052,0369,0259,La Nueva Esperanza
07,052,0033,0259,La Esperanza
07,035,0089,0012,Texcaltic
07,102,0014,0036,Omoha
07,103,0028,0014,El Tarral
07,059,1340,0029,Nueva Samaria
07,065,0211,0312,Augusto Gómez Villanueva
07,059,2792,0207,Veinte de Noviembre
07,065,1230,0308,Arroyo Jerusalén
07,059,0770,0137,Nuevo Guerrero
07,059,0106,0137,El Limonar
07,059,0769,0137,Francisco Villa
07,059,0615,0207,El Paraíso
07,079,0102,0036,Tankah Pakbal
07,116,0018,0099,Reforma Agraria
07,116,0003,0101,Licenciado Adolfo López Mateos
07,116,0017,0046,Quiringuicharo
07,062,0032,0039,Catedral 1ra. Sección
07,097,0071,0123,General Lázaro Cárdenas (Vuelta Rica)
07,067,0020,0016,Liquidámbar
07,027,0017,0078,Carrillo Puerto
07,059,0672,0052,Nuevo Ojo de Agua
07,032,0149,0059,Zacualpa Dos
07,040,0380,007A,La Ceiba
07,071,0009,0042,Buenavista
07,071,0059,0042,El Escobo
07,071,0022,0042,Hidalgo
07,074,0012,0010,Macayo 1ra. Sección (Las Mercedes)
07,023,0048,0030,Pozuelos
07,023,0065,0026,La Ventana
07,023,0026,0026,Ichintón
07,110,0012,0023,Laguna del Carmen
07,111,0026,0020,Jechtoch
07,111,0030,0020,Chactoj
07,038,0013,0014,Lázaro Cárdenas (Chilil)
07,038,0114,0014,San José el Porvenir
07,094,0011,0028,Flores Magón
07,007,0034,0018,San Vicente la Piedra
07,083,0046,0043,Doctor Belisario Domínguez
07,083,0050,0039,Nuevo Tamaulipas
07,045,0045,0019,Jana 2da. Sección
07,087,0011,0061,Ignacio López Rayón
07,037,0137,0036,Tepehuitz
07,089,0115,0263,Manga de Clavo
07,102,0003,0021,Silvano Gatica
07,089,0490,0259,Lomas de Esmeralda
07,089,0102,030A,Joaquín Miguel Gutiérrez (El Manzano)
07,089,0203,0297,Los Toros (Estación)
07,089,0871,0297,Playa Linda
07,023,0041,0030,Las Ollas
07,038,0011,0014,Jocosic
07,078,0157,0128,Campo Grande
07,094,0170,0047,Tierra Colorada
07,094,0013,0047,Los Llanitos
07,019,0026,017A,Corrala
07,099,0683,0221,Juan Sabines Gutiérrez
07,099,0685,0221,Veinte de Abril
07,012,0306,0056,La Libertad
07,104,0088,0045,Doctor Manuel Velasco Suárez
07,083,0129,0024,El Sabinal
07,094,0016,0047,Nuevo León
07,106,0169,0073,Belisario Domínguez
07,007,0052,0041,Benito Juárez
07,106,0895,011A,Fraccionamiento Trinidad Oquil
07,075,0045,0060,Zacualpa
07,075,0060,0060,El Chipilinar
07,075,0067,0060,San Antonio el Paraje
07,075,0104,0041,Cruz Morales
07,075,0107,0041,Nuevo Tepeyac
07,108,2321,0237,Nueva Esperanza
07,107,1371,0259,Nuevo Mitontic (El Cimarrón)
07,031,0439,0102,Tzajalá
07,052,0335,023A,San Mateo Zapotal
07,003,0007,0042,Barrio Nuevo
07,052,0165,0140,Plan de Santo Tomás
07,001,0038,0048,El Tumbador
07,003,0093,0061,Las Lauras
07,004,0047,004A,Gabino Barrera (Pamala)
07,059,0031,0423,Santa María de las Flores
07,004,0147,0105,Los Bambúes
07,052,0039,0259,Gabino Vázquez San Sebastián
07,004,0225,0035,Morelia (Victórico Rodolfo Grajales)
07,004,0032,0054,La Laguna
07,004,0167,0054,El Nance
07,052,0902,0136,Victórico R. Grajales
07,006,0098,003A,Nueva Victoria
07,010,0012,0013,Reforma
07,010,0004,0013,El Cercadillo
07,117,0023,0058,Laguna del Cofre
07,012,0761,0060,Independencia
07,017,0147,0137,Triunfo de Madero
07,017,0333,0211,Monte de los Olivos (La Mona)
07,099,1042,0096,Nueva Esperanza
07,017,0352,0283,Niños Héroes
07,041,0572,0128,Santa Martha
07,075,0036,0056,San Mateo
07,059,1460,025A,El Carmen
07,104,0110,0026,Nueva Libertad
07,052,0239,0174,Plan de Agua Prieta
07,019,0151,0199,Santa Rita Uninajab
07,099,0221,0039,San Caralampio Monte Pálido
07,038,0003,0048,Carmen Yalchuch
07,052,0286,0348,Francisco Villa
07,027,0023,0078,Ribera Cupía (La Mesa)
07,034,0006,0053,Benito Juárez
07,030,0177,0105,Piedra Labrada
07,030,0243,011A,Vado Ancho
07,100,0063,0046,Arroyo Agua Azul
07,031,0459,0028,La Pimienta
07,031,0360,0066,Nazareth
07,059,1154,0264,Nuevo Jerusalén
07,031,0861,0047,Patelna 2da. Sección
07,109,0233,0037,El Recreo
07,052,0605,0193,Victoria la Paz
07,052,0888,0278,San José la Esperanza
07,001,0159,0048,Quince de Septiembre
07,031,0097,0121,Jol Cacualá
07,059,2054,0917,Emiliano Zapata
07,059,0204,0902,San Quintín
07,052,0847,0225,El Caracolito
07,037,0151,0106,Santa Elena
07,093,0007,0035,Chalam
07,052,0454,030A,Rizo de Oro
07,040,0433,0065,Cantón las Lechugas 2
07,071,0231,0038,San Miguel
07,052,0654,0333,Nuevo Plan de Ayala
07,052,0869,0333,La Esmeralda de los Cipreses
07,052,0464,0329,San Rafael
07,068,0099,0070,Los Cascabeles
07,044,0002,0030,Aztlán (Rancho Nuevo)
07,108,0346,0171,Josefa Ortiz de Domínguez
07,013,0007,002A,Allende Esquipulas
07,013,0123,002A,Shashalpa
07,099,1044,0096,Nuevo Paraíso
07,014,0045,0012,San Cayetano
07,099,0472,0096,José Castillo Tiélemans
07,003,0012,0038,Consuelo Ulapa
07,052,0881,0051,Santuario Anexo Justo Sierra
07,052,0090,0070,Piedra Huixtla
07,052,0169,0102,Santa Rita Sonora
07,052,0028,0278,Chiapas
07,054,0040,0056,El Triunfo I (Santa Cruz)
07,089,1018,0297,Dorados de Villa
07,054,0134,0037,Vicente Guerrero
07,023,0020,0030,Chicumtantic
07,023,0115,0030,Ch'Ultic
07,023,0107,0030,Va'Alch'En
07,059,0161,0090,San Antonio la Sombra
07,059,0605,0137,Nuevo Francisco León
07,059,0231,025A,Miramar
07,059,1522,0404,San Antonio las Flores
07,059,1731,0423,Chalam del Carmen San Agustín
07,059,3131,025A,El Tepeyac
07,059,1484,025A,Sloquib Chay
07,059,1041,0512,Nupja Chiviltic
07,059,1822,0349,Rafael Moreno
07,114,0058,0075,Boca Lacantún
07,016,0299,0110,Cuauhtemoc Quemado
07,061,0655,0192,Ojo de Agua
07,116,0015,0116,Playón la Gloria
07,061,0314,0154,El Aguacero
07,061,0213,0192,Vicente Guerrero (Matamoros)
07,016,0121,006A,Cuauhtémoc
07,016,0300,0110,Estación la Unión
07,065,0118,0172,Babilonia
07,097,0494,0138,Las Palmas
07,065,0220,0219,El Desierto
07,069,0468,0129,El Vergel
07,065,0609,0280,Chocoljaíto
07,065,0076,0280,Nueva Betania
07,039,0048,0045,El Ocotal
07,047,0051,0028,Plan Paredón
07,118,0003,0021,Jotolchén
07,022,0005,0014,Joltealal
07,065,0625,0308,José María Morelos y Pavón
07,031,0272,0032,El Piñal
07,065,1375,0308,Alfredo V. Bonfil
07,048,0034,0082,El Triunfo 2da. Sección
07,069,1837,0063,Nuevo Milenio Santa Cruz la Central
07,069,0186,0044,Benito Juárez
07,069,1641,0044,Isla San José
07,069,0025,0148,Los Limones
07,069,1834,0114,Unidad Puente de las Margaritas (Loma Bonita)
07,069,0024,0114,Joaquín Miguel Gutiérrez (Margaritas)
07,071,0032,0038,Cantón el Progreso
07,071,0045,0038,Zacualpa
07,039,0195,0045,Dieciocho de Abril
07,023,0112,0030,Rasién
07,078,0036,0113,La Sierra
07,097,1467,0138,La Polkita
07,033,0004,0037,Azapac Amatal
07,094,0134,0032,Benito Juárez
07,077,0516,0084,Primero de Enero
07,009,0752,0099,Eben Ezer
07,009,0786,0099,Jardines del Valle
07,109,0030,0037,Lázaro Cárdenas
07,097,0065,0123,Vicente Guerrero
07,097,0039,0123,Palo Blanco
07,099,0684,0240,Nuevo Villaflores
07,099,1018,0240,Álvaro Obregón
07,077,0094,0135,El Tortuguero 1ra. Sección
07,089,0094,0259,Hermosillo
07,102,0012,0036,1ra. Sección de Medio Monte
07,055,0005,0015,Los Hules
07,102,0008,0021,2da. Sección de Izapa
07,057,0005,0062,Nueva Independencia (Ampliación Calera)
07,057,0480,0062,Lubeca
07,057,0575,0062,La Ceiba
07,103,0047,0029,Cantón Vega de Tepuzapa
07,104,0058,0045,Francisco Villa
07,083,0191,0081,Miramar
07,083,0197,0081,Tierra y Libertad
07,083,0210,0081,San Pedro Pedernal
07,108,0328,0222,Úrsulo Galván
07,124,0197,0086,Benito Juárez Villa Rural
07,116,0013,007A,Nuevo Paraíso
07,052,0312,030A,Santa Margarita Agua Azul
07,115,0035,0049,Plan Santo Domingo
07,115,0026,0053,Nuevo Rodulfo Figueroa
07,052,0206,0386,La Fortuna Gallo Giro
07,117,0084,0058,Nuevo Río Negro
07,117,0032,0043,Nuevo Milenio Toluca
07,073,0007,0028,Manzanillo Pinabeto
07,124,0177,0071,San Marcos
06,007,0129,0117,Francisco Villa
06,007,0070,0117,Punta de Agua de Camotlán
06,001,0341,001A,Colonia Flor de Coco
06,001,0009,0039,Cuyutlán
06,009,0147,0018,Tecolapa
06,003,0023,0033,Nogueras
05,030,1144,3191,Sector l Vynmsa [Parque Industrial]
05,027,0728,1293,Sector ll Vynmsa [Parque Industrial]
05,017,0149,0072,Rancho de Afuera
05,035,0187,2147,Ricardo Flores Magón
05,017,0068,0335,Corona
05,035,0204,2132,Providencia
05,014,0022,0422,Santa María
05,004,0061,0271,Los Lirios
05,006,0071,0581,Soledad
19,037,0026,0541,Espinazo (Espinazo Nuevo León)
05,026,0006,0122,San Alberto
05,009,0091,0422,La Nueva Trinidad
05,009,0021,0418,Finisterre
05,033,0048,0663,Nuevo Mundo
05,009,0062,0456,Las Virginias
05,009,0053,0456,Seis de Octubre (Santo Niño)
05,009,0050,0441,Santa María (Santa María de Arriba)
05,009,0042,0437,Saloña (Tres Norias)
05,010,0176,0103,Colonia Diana Laura Riojas de Colosio
05,010,0002,0103,La Cruz
05,010,0222,0419,San Antonio (Nuevo Paraíso)
05,011,0038,0331,Marte (Estación Marte)
05,011,0027,044A,Presa de Guadalupe (Guadalupe)
05,014,0016,0422,La Potasa
05,014,0009,048A,Nueva Jarita
05,014,0004,0418,El Divisadero
05,015,0003,0379,Don Martín
05,015,0138,0364,"Don Martín [Club de Caza, Tiro y Pesca]"
05,033,0231,0752,Presa de Guadalupe (Vida Nueva)
05,017,0160,0354,Corea
05,035,0174,062A,Nuevo Mieleras (La Tres)
05,036,0030,0504,La Rosita
10,012,0193,0908,Nazareno de Abajo
05,036,0005,0468,Buenavista
05,009,0036,0761,Nuevo León
05,009,0003,0761,Alamito
05,017,0029,0072,Maravillas
05,020,0439,0951,Nogalitos
05,038,0025,0532,La Maroma
05,023,0032,2818,Las Eutimias
05,024,0076,1408,La Requena (La Requena de Fátima)
05,024,0161,1408,Providencia (Maravillas Uno)
05,024,0169,1431,El Sacramento (Sacramento de la Jarosa)
05,024,0018,1592,Santa Cecilia (La Cecilia)
05,024,0083,1588,San Francisco del Progreso
05,024,0060,1450,Paila
05,024,0085,1554,San Isidro
05,024,0102,1520,Santa Isabel y Santa Rita
05,011,0074,044A,El Tejocote
05,026,0079,0118,Mexiquito
05,027,0290,1077,San Ignacio
05,027,0079,119A,Rancho Nuevo
05,027,0726,1132,Valle del Mimbre
05,028,0005,0786,Puente Negro
05,024,0089,1944,San José de la Unión
05,024,0058,1944,Notillas
05,030,0114,3242,El Derramadero
05,030,0214,3257,San Juan de la Vaquería
05,030,0209,052A,San José de la Joya
05,030,0073,3276,Agua Nueva
19,017,0474,0784,Las Esperanzas
05,021,0002,0198,Villa de Bucareli (La Villita)
05,031,0113,0669,Santa Gertrudis
05,021,0009,0179,Nuevo Poblado de Sardinas
05,009,0046,0441,San José de la Niña
05,033,0110,1515,El Triángulo
05,033,0063,1515,Reynosa
05,033,0095,1553,Santa Eulalia
05,033,0107,0860,Tacubaya
05,033,0101,0911,Santiago
05,033,0084,1568,San Miguel
10,012,0465,0857,Colonia Buenos Aires
05,017,0072,0123,Las Palomas
05,036,0061,0504,La Siete (Laguna Seca)
05,012,0021,0343,Guadalupe
05,038,0041,0513,San Fernando (Dávila)
04,001,0012,0203,Santa Cruz Ex-Hacienda
04,011,0680,0178,Venustiano Carranza
04,004,0016,1063,La Joya
04,005,0003,0170,Chunkanán
04,003,0058,2276,Abelardo L. Rodríguez
04,003,0031,1668,Santa Rita
04,003,0364,2721,Independencia
04,003,3420,2740,Nueva Chontalpa
04,003,3430,2774,Ojo de Agua
04,004,0062,1078,San José Carpizo Uno (San Fernando)
04,004,0005,1114,Canasayab
04,004,0082,110A,Ulumal
04,004,0043,1097,Vicente Guerrero
04,004,1701,1186,Dzitbalché Castellot
04,004,0130,1171,Cañaveral
04,006,0800,0498,Santa Rosa [Campo Menonita]
04,006,0882,052A,Santa Fe Uno
04,007,0169,0419,Santa Cruz
04,009,0170,0343,Guadalajara
04,009,0255,0254,El Lechugal
04,009,0108,0358,Don Samuel
04,004,0012,1275,Profesor Graciano Sánchez
04,009,0965,0625,Adolfo López Mateos
04,010,0225,0151,Santa Lucía
04,010,0064,0132,Concepción
04,010,0066,0132,Constitución
04,010,0100,0310,Eugenio Echeverría Castellot (El Carrizal)
04,010,0191,0128,Puebla de Morelia
04,010,0154,0310,Niños Héroes
04,011,0381,0144,La Olla
04,011,0696,0163,Primer Presidente de México (Guadalupe Victoria)
04,011,1499,0106,Nuevo Relámpago
04,011,0355,0214,El Naranjo
03,001,0379,2559,Villa Hidalgo
03,002,0715,3234,Posada Concepción
03,003,2368,2568,Los Bledales (La Ceibita)
03,003,2530,2568,Colonia 28 de Octubre (Kilómetro 6)
03,002,0140,3287,San Bruno
03,003,1450,2445,El Comitán
03,003,0944,2638,Melitón Albáñez Domínguez
03,003,0277,2642,San Pedro
03,003,0418,2784,Buenos Aires
03,003,2515,2765,Palo Blanco
03,008,0048,052A,Buenavista
03,003,1784,2869,Los Cerritos
02,001,5037,6538,Colinas del Pedregal
02,002,1975,3511,Colonia la 27 (Campamento SARH Kilómetro Veintisiete)
02,002,0255,3579,Colonia Pescaderos (Campo la Catorce)
02,002,1369,3507,Colonia Miguel Alemán
02,002,1653,3653,La División (Colonia Venustiano Carranza)
02,003,0899,0745,Rancho Tecate
02,004,1755,2166,Batalla Nacional
02,004,2120,2147,Las Alondras [Desarrollo Urbano]
02,004,0164,2132,Casa Blanca (Familia Ulloa)
02,004,0661,5033,La Ilusión
02,004,1863,5052,Vista Horizonte
02,001,3381,6557,Ejido el Ajusco
02,001,1266,6218,San Antonio Necua (Cañada de los Encinos)
02,001,1654,6330,Poblado Puerta Trampa
02,001,4635,6472,Colonia Esperanza (Cañón San Carlos)
02,001,4068,6472,San Carlos (Ejido Nacionalista)
02,001,3815,6472,Parcela Número Doscientos Treinta y Uno (Rancho el Refugio del Viejo)
02,001,5147,6542,Francisco Villa
02,005,0218,0044,Los Volcanes
02,002,4926,3460,Las Campiñas
02,002,4951,3352,Crepúsculo de la Progreso
02,002,0327,3460,Ejido Netzahualcóyotl
02,002,0211,3494,Ejido Lázaro Cárdenas (La Mosca)
02,002,0186,3456,Ejido Guanajuato
02,002,0158,355A,Ejido Chihuahua
02,002,0516,3460,Represa Aurelio Benansini (Carehey)
02,002,0212,3579,Poblado Lázaro Cárdenas (La Veintiocho)
02,002,1694,3738,El Dorado (Ejido Plan Nacional Agrario)
02,002,0414,3780,Playa del Sol
02,002,0311,3511,Colonia José María Rodríguez Mérida (La Panga)
02,002,4747,3371,Los Manantiales
02,002,3029,3780,Playa de Oro
02,001,2142,6237,Buena Vista
02,003,0934,0711,Ejido Encinal
02,003,0168,0764,Ciénega Redonda
02,003,1102,0779,Desarrollo Hacienda Burócratas
02,003,0107,0726,La Rumorosa
02,006,0825,093A,Santa Fe [Rancho]
02,003,0139,082A,Valle de las Palmas
02,004,1961,5029,Ley del Servicio Civil
02,006,0628,0959,Nuevo Centro de Población Padre Kino
15,085,0037,0108,Santa Rosa Solís
15,003,0092,016A,Santa Ana Matlavat Primera Manzana
15,003,0093,0155,Santa Ana Matlavat Segunda Sección
15,071,0006,0066,Encinillas
15,003,0094,0155,Gunyo Centro
15,004,0005,0059,Buenos Aires
15,005,0100,0304,Barrio de la Cabecera Tercera Sección
15,103,0002,0112,San Antonio Tlaltecahuacán
15,014,0092,0197,Zona Industrial
15,075,0008,0120,San Pablo Ixquitlán
15,016,0040,0115,Barrio San Bartolo Alto
15,040,0010,006A,Plan de San Miguel
15,083,0003,0033,Santiago Zula
15,045,0010,0244,Danxho
15,026,0026,0111,Tenjay
15,007,0018,0050,San Sebastián el Grande
15,032,0018,0049,Santiago Huitlapaltepec
13,063,0005,0046,La Loma
15,035,0011,0093,San Miguel de los Jagüeyes
13,013,0018,0044,Praderas del Potrero
13,052,0005,0080,Chapultepec de Pozos
15,039,0017,0711,Zoquiapan
15,042,0069,0149,Colonia Cuauhtémoc
15,101,0048,0103,Colonia las Granjas
15,045,0002,0140,San Juan Acazuchitlán (San Juanico)
13,044,0033,0036,San Sebastián de Juárez
13,044,0132,0036,El Mogote
15,045,0027,0155,San Miguel de la Victoria
15,045,0032,0206,Xhixhata
13,063,0008,0012,Ojo de Agua
15,079,0002,005A,El Divisadero de Zapata
15,026,0037,0111,Xhote
15,047,0007,0145,Loma de Endotzi (Manzana Sexta)
15,047,0010,0107,Ejido Loma de Malacota (Loma de Malacota)
15,047,0013,0130,Ejido de Mañi
15,047,0023,0145,San Martín Morelos
15,074,0126,0195,Ejido del Tunal Nenaxi
15,048,0005,0176,Mavoro
15,048,0033,0227,San José Boqui
15,051,0014,0167,Zacamulpa Tlalmimilolpan
15,051,0032,0152,La Reforma Tlalmimilolpan
15,051,0013,0148,Zacamulpa Huitzizilapan
15,063,0042,0098,Los Manantiales (El Río Chiquito)
15,063,0010,0098,Chalmita
17,015,0006,0070,Palpan de Baranda
15,056,0021,0106,La Cofradía
15,056,0016,0106,Barrio Primero (La Calavera)
15,057,0270,107A,La Rosa
15,095,0043,0123,Granjas Hogar y Petrohuertos Delegación
15,060,0084,0486,Barrio de Guadalupe
15,016,0020,0100,Zacatepec
15,016,0015,0115,San Pablo Xuchitl
15,063,0008,0083,Colonia Doctor Gustavo Baz
15,063,0024,0083,Santa Martha
15,101,0052,0118,Colonia Campesina
15,063,0021,0100,Santa Ana
15,052,0008,0094,Chalma
15,064,0020,0076,Presa Brockman
15,064,0009,0061,La Concepción (La Concepción Segunda)
15,064,0027,0057,Santiago Oxtempan
15,067,0002,0133,La Concepción de Hidalgo
15,087,0040,0155,Llano de la Y
13,044,0005,0017,El Fresno (Casas Viejas)
13,044,0077,0021,Puerto Dañu
15,074,0022,0180,Chichilpa
15,074,0232,0180,Ampliación de San Antonio la Ciénega
15,074,0076,0231,San Antonio Mextepec
15,082,0171,0252,Tenería (Pueblo Nuevo)
15,004,0016,0063,Sexta Manzana
15,082,0547,0322,Colonia Benito Juárez (Lázaro Cárdenas del Río)
15,082,0141,0322,Rincón del Guayabal
15,082,0176,0248,Santo Domingo-Zacatepec
13,075,0009,0013,Las Pintas
15,085,0053,0108,Ahuacatitlán Cuarto y Quinto Cuartel
15,086,0003,0124,San Sebastián Carboneras (Carboneras)
15,110,0083,0174,Atesquelites (Tres Quelites)
15,097,0051,0081,Las Lágrimas
15,087,0008,0121,Ejido de Dolores
15,052,0014,0107,Pachuquilla
15,088,0005,010A,Cruz Vidriada
15,088,0010,010A,Ejido de Tenería (El Llano)
15,090,0079,0108,La Hacienda
15,075,0007,0116,San Antonio de las Palmas
15,075,0013,0116,Santa María Tezompa
15,075,0010,0120,Santiago Tepetitlán
15,095,0032,034A,La Concepción
15,060,0096,0490,Ampliación el Rosario
15,010,0027,0041,Ejidos de Santa María
15,010,0030,0041,Colonia Ermita
15,101,0013,0118,San Lorenzo Huehuetitlán
15,099,0032,0457,San Pablo Ixayoc
15,006,0002,0034,Colonia Loma Linda
15,102,0031,0079,Tercera Manzana de Barrio Morelos
15,009,0007,0074,Santa Isabel Chalma
15,106,0107,1305,San Carlos Autopan
15,106,0143,1288,Barrio Bordo Nuevo
15,106,0145,1288,Xicaltepec
15,106,0177,1339,La Planada (El Arenal)
15,040,0013,006A,El Salitre
15,078,0042,0067,Frontón Vivero
15,110,0088,016A,El Durazno
15,007,0021,0050,Polvillos (San Bartolo Quinta Sección)
15,032,0011,0053,San Francisco Mihualtepec
15,110,0048,016A,La Volanta
15,110,0015,0174,Cuadrilla de Dolores
15,110,0038,0140,San Gaspar
15,111,0038,0078,Barrio de Santiago
15,032,0014,0053,Ranchería de San Martín Obispo
15,111,0013,0078,El Jacal
15,026,0038,0126,La Soledad (El Mogote)
15,113,0002,0091,Buenavista
15,114,0067,014A,Agua Zarca
15,114,0144,0169,Barrio el Ocote
15,114,0024,021A,San Agustín Canohillas Segunda Sección
15,114,0033,021A,Sansón
15,114,0009,0188,Ejido el Hospital
15,114,0012,021A,Laguna Seca Propiedad
15,119,0002,0057,Guadalupe Ahuacatlán
15,052,0021,0111,San Andrés Nicolás Bravo
15,081,0007,0490,San Juan Pueblo Nuevo
15,095,0066,0142,Tierras Blancas del Sur
15,123,0177,0098,El Reparo de Nanchititla (El Reparo)
15,124,0093,0057,El Salto la Venta
15,124,0048,0061,Guadalupe Buenavista
15,124,0120,0042,La Trinidad Concepción
12,055,0050,0336,Teacalco
17,026,0034,0036,Colonia Joyas del Astillero
17,030,0021,0062,Adolfo López Mateos
17,021,0014,003A,Colonia Sonora
17,021,0024,003A,Colonia el Charco
12,049,0016,0165,Santa Teresa
17,030,0098,0077,Cerro del Temecate
17,020,0111,0085,Camino Antiguo a Tepoztlán
17,018,0031,0335,Colonia Santa Úrsula
17,020,0113,0085,Lomas del Pedregal
17,017,0065,0130,Colonia Valle Bonito (Los Arcos Caídos)
17,018,0025,0335,Santa Cruz Milpillas
17,004,0017,0147,Palo Blanco
17,004,0132,0147,Agua Salada
17,007,0074,1185,Colonia Rodolfo López de Nava (Los Naranjos)
17,007,0118,1185,Colonia Rancho Alegre (Kilómetro 7.5)
17,007,0123,1185,Colonia Milpillas
17,007,0139,1185,Colonia Unidad Deportiva
17,007,0146,1185,Lomas Verdes de Ahuatepec
17,007,0107,1185,Cerritos de García
17,011,0068,0457,Colonia Josefa Ortiz de Domínguez
17,026,0008,0036,Las Vivianas
17,026,0004,0036,Los Laureles (San José de los Laureles)
